Label,Sample,Number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Healthy,3,3,-53.08270426141209,-52.79541530317288,-53.12727146655988,-53.585737965400774,-52.187223141684285,-51.29291295217855,-52.8544778900281,-51.65340027284009,-50.55042287440592,-52.00863093549116,-53.448830791470876,-53.66852329371384,-53.05212063147629,-51.31257704237724,-51.78331037779185,-51.792583995658255,-51.97052515085068,-52.86955788990106,-52.88232897926249,-53.309046449350284,-54.04756791401327,-54.71838352619799,-56.156634324973716,-54.67318028171189,-54.90627051215832,-56.364493656835116,-55.4813569539031,-55.15387064417549,-55.03066860481616,-53.920211764586156,-52.5496025654581,-52.21905388466264,-53.2597057006283,-53.41342306277174,-53.85750661176593,-55.22062276074972,-55.17969503320462,-53.8624536804625,-54.24631299885057,-55.1049281041659,-53.41452449909048,-52.96744348575128,-53.41583068485723,-53.416357381432526,-52.893619817707545,-53.22477549524407,-53.696170507075806,-53.89128026504264,-54.02099410431865,-53.580647809753245,-53.8949615967657,-55.79860232187649
Healthy,3,2,-55.9845437963644,-55.99134843480414,-55.757827862511576,-53.97286369893465,-55.29200211048988,-55.00135893183899,-55.77428575625614,-53.76143087061322,-52.369218416454345,-54.87041388048952,-56.99415595487668,-58.98452320831704,-56.242103651895306,-54.92865038393714,-55.15796010404852,-55.221072507412366,-56.21258843430691,-56.30727166799141,-56.24830174058155,-55.127344700936334,-55.24594150411205,-55.23119331083862,-55.5773447575757,-53.6830045772329,-53.660152313608435,-56.16920083590522,-58.499884713505,-59.501168962942195,-58.141023948506444,-58.96424218065178,-58.200635271082305,-57.97657889776101,-57.86921340601977,-55.8694818596384,-56.70550760806401,-57.95580094455376,-59.89499777329675,-61.55552860157145,-62.26762091513286,-61.626250084758276,-59.915471535068335,-58.830387823434975,-59.297787217344855,-59.11378537314087,-58.85185782972955,-61.475902111022236,-60.399383826529274,-60.88730073239336,-62.00207175875505,-63.35648893869552,-62.99593649290625,-63.13352823971306
Healthy,4,3,-52.346065670719995,-52.56225809331654,-53.350039828519094,-52.89691643850027,-52.412837676386054,-51.20507095205901,-51.63796540265146,-51.78843543663433,-51.64626499933397,-52.638534226343985,-52.90809596563821,-52.80406185070835,-54.24262627296557,-52.626823385377214,-52.87623555108453,-51.62183859264083,-50.70745416293613,-52.411116947638774,-52.96605069987406,-51.989250957930096,-51.69400565223935,-52.85090043106574,-55.18263946699846,-52.175975497843154,-52.17258385772661,-52.69073176023124,-51.79422008925812,-53.704918446160555,-56.59501593809467,-54.47638770638189,-52.58030067948148,-52.2743894492391,-52.8126351940659,-51.99162128135619,-51.47455408931062,-52.92361048646452,-56.712066609288044,-52.926936086743474,-52.768389554894426,-54.45472372385233,-54.430234899800624,-53.74915779661072,-54.43837341145246,-54.833706229719475,-52.93958667031915,-53.28910538251074,-53.810526972346935,-53.59561111697211,-54.19147013656623,-54.22896505079201,-54.325794540304415,-56.02670579947408
Healthy,4,2,-51.79201324604128,-51.811718335390665,-52.138057528109684,-51.76606344709862,-51.61683645926618,-50.7708892520424,-51.29920159010609,-51.319348729159984,-50.48409416419651,-51.344096224277045,-52.2911627329574,-52.96911374495132,-53.295765367769256,-52.1816434225523,-52.385480060568426,-51.96424366734429,-51.22249120172984,-52.16252636276983,-52.594119337914364,-52.259121550615,-50.633465413949935,-50.080960817428526,-50.965833498341304,-50.268265278644655,-49.96921520072753,-50.75356302007876,-51.653058652979,-54.60717200433834,-54.246059033084215,-54.71739903360386,-53.81452495676842,-52.59658683602158,-52.67571903005005,-51.65965643430188,-51.19118210690269,-52.05620335429088,-53.67019075782744,-56.39901856695134,-55.55700498268529,-55.86617770188859,-55.83975558134374,-55.66929445190635,-53.73086630820445,-52.70875296308705,-52.07984485628565,-52.52916354054835,-53.56081191294513,-53.769398316923855,-54.201194225639114,-54.469457335704554,-54.541401089427914,-56.58742234966311
Healthy,4,1,-53.08314500714653,-52.8683035899694,-53.17460158009146,-52.798487947040385,-52.48431889412274,-51.489964278135496,-51.82391520892197,-51.69558647970604,-51.49188205975598,-52.33087530067847,-53.51439957547286,-53.31614860617526,-54.724100396203646,-53.480511856094175,-52.43875369431687,-52.31353004554394,-51.9816356282461,-53.07441845020108,-52.79050899617175,-52.38298402351735,-52.198250173725285,-52.22546637478928,-53.08636777916455,-51.29936635607155,-50.90731683242386,-51.00102071300783,-51.306392788025036,-53.59857507023723,-54.67246518337777,-54.96671659321011,-53.64095096843602,-52.3063378539279,-52.62449563549158,-51.581461957920396,-51.39113096699607,-52.93613499552598,-54.99973279581412,-54.941518182614466,-54.001437450895935,-53.958293361174434,-54.82607419263243,-55.1256317257051,-55.87676552604003,-55.92434038390533,-55.80196501843829,-56.521954166497466,-57.72845007418182,-57.75658949797892,-57.09202396780219,-56.33219738165024,-56.352943944034664,-58.975293221001806
Healthy,5,3,-51.89716336926018,-51.88168517037344,-52.641426417272434,-52.740490966468236,-52.201521580270516,-50.962056858612286,-51.82644782807027,-52.23854372141321,-50.752463265328885,-51.790327716549925,-53.33223983867412,-53.6124161022709,-52.312174946726095,-50.420531810832316,-50.86228112828717,-51.724762779652465,-51.90367575392624,-52.57461380613555,-52.22492181940381,-52.0671042490042,-52.540099641753756,-52.84996712747413,-55.85316162702671,-53.139363112727914,-52.4499351308053,-51.95469241925332,-51.556281103108255,-53.58038337095881,-54.785375913194144,-55.05899976342954,-53.83980844502687,-52.57260189888444,-52.8334352996374,-52.33054319806214,-52.22742802385337,-53.104009718023875,-55.58390259417923,-52.65200357325597,-53.05018947209029,-54.945855925012246,-52.847121416493096,-52.204441310398344,-54.07965720111114,-53.21018386572789,-52.35964754710288,-53.85293442105605,-54.899997657162004,-54.86299587759721,-54.82054937382246,-54.53624164522089,-53.9040510466053,-54.80958171705207
Healthy,5,2,-51.72316925110635,-51.87104808361832,-52.846235816236145,-52.70173562480928,-51.96937620041956,-51.31877049865841,-52.11344344782792,-52.01346117175519,-51.70790490910669,-52.09946726714831,-52.6350306097405,-52.47620337680033,-52.51171193042466,-51.599214368054504,-52.367772746533106,-52.847142513808635,-52.230558193996316,-52.816032553311004,-52.635054974861355,-51.951462593817496,-50.812467672916895,-50.522825935054655,-51.78781707184382,-51.94148500179105,-51.2521716582946,-51.949212843495005,-53.438912856137364,-56.412272627336115,-55.68996394124252,-56.23583764070381,-54.55505476475415,-52.82046014024861,-53.25194129134079,-52.12622074238743,-51.735439101174016,-52.27088141906534,-53.79447687025,-55.852117985706364,-54.93506565705209,-57.01114765168104,-55.81591671871466,-54.24653152113457,-54.17648076503218,-53.204401344658486,-52.92398383844906,-53.99954213350216,-55.474082130798806,-56.061382353609716,-55.492656945924935,-55.16172128621502,-55.32689309955552,-57.079712257586834
Healthy,5,1,-53.12892904143879,-53.35497111140011,-53.97231594336911,-53.78799341307196,-52.97407741521097,-52.73291030657981,-53.06403780240507,-53.279043538512695,-52.195658000568784,-52.92317417699475,-54.3486656171034,-54.13851058755817,-56.12252051534859,-53.26533787228265,-52.9110009872946,-52.70230726716595,-51.52271396920931,-52.67216922475995,-54.27746359554742,-54.175771892290086,-52.1642436159612,-52.055237214484464,-52.876970994869986,-53.07470663811202,-52.14921894133241,-52.83996779480709,-54.34386806587216,-57.69065367034207,-55.82177442741481,-55.313875281821566,-55.481881984255736,-54.64915743804673,-54.86171312840188,-53.69810970564902,-53.48337524755426,-54.00071768090983,-55.84813423694281,-58.24900082995437,-56.24671494163047,-56.947106408465004,-59.11242139703276,-58.95934410003561,-58.23927960991043,-56.77932451783466,-56.552368338677645,-58.123877909205646,-57.77132969728629,-56.77674925812119,-56.597399408081955,-56.595529331283664,-56.41020888212866,-57.52892764790231
Healthy,6,1,-53.18879547162135,-53.025612949942214,-53.35041297247629,-52.690259039541814,-52.33357528487878,-51.70347505463866,-52.38010348965471,-52.38924329194188,-51.62058848223899,-51.95726865393045,-53.65283770232626,-53.32605990095921,-52.666983649364624,-51.758009468068636,-52.366488940214595,-52.56235211963946,-52.96397102123319,-53.62597220297026,-54.725654026307645,-54.524499158028846,-52.456011291031615,-52.78587346038403,-54.5118878865572,-52.34636837429137,-51.661801532044294,-52.12109520855306,-52.627439978433415,-55.68419578965659,-56.29469167355928,-54.67205081676891,-53.26958255971766,-53.399659593295574,-53.32476070403678,-52.537714285207144,-53.14035270568708,-55.597076041007405,-54.62619080599764,-53.64467890143433,-56.0806967047132,-56.62729272303774,-55.09067424791954,-55.941136529568325,-56.836689208651805,-54.3952863940957,-54.04442004781366,-54.579898503235526,-55.33185498254284,-55.48157412605099,-55.69788596500493,-55.01483895095939,-55.636028802750474,-57.20039197137076
Healthy,6,2,-53.63519103821601,-53.42676758738156,-54.123913043385095,-52.73725850544217,-52.860636864989495,-51.7237305169511,-52.31033291358206,-51.65527806894451,-51.06832097421321,-51.561421519256356,-52.97282087721498,-53.19689270964531,-52.35188928391848,-51.5143905636619,-52.1832779739718,-52.679912349236524,-52.82488086908291,-53.036075200869334,-53.090211897371915,-53.77000474728965,-54.2109424655966,-55.47398491262412,-58.9531421775356,-57.10697854111369,-56.899119971235805,-54.16656264556319,-52.399500178564395,-52.44188551209079,-54.21560063805097,-52.733582857494895,-51.87748275825903,-52.59569123622677,-53.0124601265031,-53.137085297622015,-54.37256148203286,-57.113540380047276,-54.48472830388592,-53.077177438335696,-54.25222779745927,-53.54094352686019,-52.1034712201196,-52.2126022611155,-53.170726092860335,-53.2726699124465,-53.8093606707814,-54.239460145780505,-53.28437598818026,-53.856424379225786,-54.537828394322034,-54.563138835361,-55.31716701569974,-57.267859803860055
Healthy,6,3,-53.91172929496693,-53.98786497462765,-54.320219475632605,-53.26983897774704,-53.55348558967249,-53.36460520374289,-54.28771064534896,-53.41766614378631,-52.96864693079776,-53.955794814706834,-53.05966258910659,-53.55772371763187,-53.53507677071082,-52.928273018121665,-53.31395731426661,-52.98523793999237,-52.987019486665226,-53.82331241799541,-54.11857456683183,-55.44033517583565,-55.75785541421111,-55.431410079974754,-56.66214734639695,-56.61897868627836,-56.480246140367846,-58.204465623005234,-58.64858056954408,-57.64968003056981,-57.520964998153744,-56.960212842735025,-56.39847491557767,-56.19557974133286,-55.745130993051774,-55.09516205615634,-56.3446856997409,-59.27238093506699,-58.93538414395748,-57.46298142818661,-57.752538196893454,-57.76933983866747,-55.67910635089508,-54.68402215969785,-54.98675313271313,-55.01365545880829,-55.35638109241106,-56.1557303130379,-55.81867550113307,-55.879774031442224,-56.196825751742175,-56.196745347482924,-56.64980046329016,-57.581228988230954
Healthy,7,2,-56.71779679516426,-55.02324932975731,-54.894896660723525,-56.277146454588646,-55.1429844194741,-53.10717072730241,-53.90485717555518,-53.81742116218347,-52.62413286521109,-53.28197613423545,-54.815235579580765,-55.83310701967909,-55.12792467801085,-53.72466225920838,-54.25714939810136,-54.24224536035793,-53.27075029966666,-54.927465161764786,-56.41084155197873,-56.074662251898076,-54.77331640748905,-55.00199719187037,-55.8136602983268,-53.94673959273314,-54.84505828961388,-55.867308536401325,-54.978689081338,-56.17689021668292,-56.800120092040984,-56.5244304549774,-54.97854135529171,-54.528709081479136,-54.682016940380024,-53.358837564931704,-54.04676503982004,-56.560160746032004,-59.29999247551766,-55.28915087912611,-55.4356671646117,-58.23892778210721,-56.188690759765734,-56.48495882562251,-57.164290519785126,-57.15213231123482,-56.792616646314244,-57.51719048903179,-58.43202695258245,-58.16195332537602,-58.32990031708021,-58.38291696274002,-59.14143139651031,-60.19939424529105
Healthy,7,1,-56.536549316170465,-54.71543006434622,-54.2405702966436,-54.303704619034164,-54.39960602967715,-52.70965733243963,-52.677377224280306,-54.10667231637578,-54.61235341453819,-54.34453795508011,-53.182104332021524,-53.75629812043112,-56.085537234790486,-53.86699981026088,-52.86367576327251,-52.577938317174436,-53.38009086980878,-53.88576453692327,-53.48282734789535,-54.690007808723806,-55.61830114545244,-54.77810156299022,-54.39296519341923,-54.684586730416896,-55.776052858437886,-57.77600924593841,-58.41629433944688,-57.75578790548197,-59.85406058856003,-55.43479829333077,-53.48802040980179,-54.09430967028348,-55.52022819041788,-54.68861864833762,-54.195547441702836,-56.33862480180524,-60.72433791064156,-58.409439321848794,-57.839276757228085,-60.541555243916186,-59.460510874631034,-57.33376336266361,-57.06826432530739,-57.775379016232904,-57.686305954795394,-58.32932706002451,-58.320360249692705,-58.53340170678627,-57.60060290053101,-57.139383678887285,-58.28015897616418,-59.595325015584805
Healthy,7,3,-53.100806136743756,-52.98566127949349,-53.68571236226401,-53.305724665092,-52.93012346295272,-51.267149434453216,-51.90907721124542,-52.512236949494195,-51.93694668020312,-52.404953554531986,-53.13358356982191,-53.71150470988505,-52.75928521428786,-51.30042857852568,-51.3467114137195,-50.63013722338867,-50.94224879227284,-52.077723242016,-52.49902881344099,-53.130262344015556,-54.47667758341261,-53.629412532449905,-55.09279826718625,-54.60065033873249,-53.32838175113719,-54.45005282211884,-57.05292963884596,-55.174887553055086,-55.832547156415266,-54.61896265262521,-53.149440038080364,-52.812043584471,-53.26965970941747,-52.31483392635361,-52.426600568244865,-54.094108604247104,-55.454903682154644,-55.932530365807025,-55.73005671200655,-57.97085342478984,-56.436571458663785,-55.067611505368,-55.35739402364751,-54.85909920055399,-55.09722674681582,-56.436327762555536,-54.97789857376057,-55.17331691218105,-55.5276968764009,-56.041972775955784,-57.3451924925482,-59.05108474882246
Healthy,8,3,-53.75908976081941,-53.64415505094446,-54.030120948945964,-54.199993883068146,-54.66203481105114,-53.812677187060544,-54.03303616956809,-54.95749640510625,-53.69830608497146,-54.51343235554304,-55.1302777220625,-56.11491203008765,-56.5814613780422,-54.85623186113516,-54.644333905414214,-54.347967295228386,-54.27895132503467,-54.67321127659182,-55.743199437330745,-58.0743296295975,-57.45330281877056,-57.0218440137008,-57.86964000969567,-56.59641456889271,-55.879324512421995,-56.68545965222336,-58.13766482191256,-59.690228301555656,-60.0070115781119,-57.33732679868445,-55.71410620829053,-54.91904541639825,-55.4728883881162,-54.918671664365526,-55.29010023700896,-57.556751865948286,-60.56823645708778,-58.873999347228015,-58.87065003329261,-59.92653364207165,-59.172519506662056,-58.75862573367272,-57.81926930822108,-56.79812805289576,-56.74053654078535,-57.67261328260078,-57.966349049415875,-58.10377970064568,-59.17934319552365,-59.44725415258078,-59.73653284737096,-60.004245300893956
Healthy,8,2,-53.12045053726557,-53.28693588480249,-53.99592098612176,-54.08239979132566,-53.231932498298214,-52.11533237431134,-52.74103766668396,-52.177003585015655,-51.148918608939454,-52.353846783940085,-53.47034255303981,-53.72659502709204,-52.36998486434898,-51.63436406109796,-52.00214124294612,-51.64050430580871,-52.77596481163829,-53.28513576177461,-54.324431674349,-53.362053421216785,-53.21547921781023,-53.589049193779616,-56.03377840588956,-55.53031864137892,-54.562909834531794,-55.864121083652165,-55.37836776992985,-53.882165816861345,-53.87107747647062,-54.82889052995518,-53.995261578138454,-53.43958034885637,-53.50531168605522,-53.2140908206508,-54.53434657822383,-55.612816691469725,-52.639653931860465,-52.32313410324445,-53.787132177982144,-53.78695283454398,-52.72806846757581,-52.94113052754988,-53.915356030595156,-52.54993878732855,-51.95697314504404,-52.12525241416523,-52.460421081004405,-53.30950872592358,-54.33147599644112,-54.4426010490018,-54.21692527788387,-55.07637800150286
Healthy,8,1,-53.72946266247653,-53.864317065996026,-54.27359970703805,-54.291322101010536,-54.151586299527985,-52.421179821386694,-52.935270050907675,-53.596976656732565,-51.734951292943954,-52.478366426859,-54.44294376472477,-54.62959323018046,-53.5174828112324,-52.6370658357997,-53.125305366127535,-52.290243911053295,-52.10476520447516,-53.14869996183073,-55.17767067505353,-54.58249138201535,-52.87087609004624,-52.78460659517661,-54.21459375786575,-53.88461360004334,-53.73694327535621,-53.2206276751062,-52.28352209464117,-54.052727744733495,-55.213042075354366,-54.56913990934794,-54.499809547547606,-54.10344957884378,-53.688782297090725,-52.313327074924054,-52.50957585051751,-54.21246558046073,-56.05945811968567,-53.73107107127286,-53.18045916431653,-54.74899849109002,-53.72810408569252,-53.48366032231895,-55.65271295381628,-56.2757810515453,-55.25345597268373,-56.31608526249722,-55.79176796450153,-55.17343407043674,-55.66323280602618,-56.47869551623642,-55.67966412247539,-56.763041860449775
Healthy,9,3,-52.69114261357517,-52.694771065042275,-53.382205215595505,-52.669388817216515,-52.768069895593904,-51.44911998943392,-51.85526781734274,-52.54122644440294,-51.10744542791038,-51.147954407370264,-53.02729789667799,-53.68621557392026,-52.529062460672584,-51.407090928057585,-51.6566453302366,-51.60269213555952,-52.76980043148265,-53.10824439986383,-53.30506784667243,-55.12534904445722,-53.06998700097121,-52.651090448847704,-55.01120104016226,-56.09296753676273,-54.59839120812562,-55.401605158557715,-54.5954857774536,-55.537520063326255,-54.690435903734766,-53.57157701165364,-52.37595134637063,-52.158806330700365,-52.964430210522046,-52.320583000150805,-52.85590309033034,-55.229361374961556,-56.90628988452456,-55.85310011529566,-55.6558740828265,-55.513332639553106,-53.1206353516912,-52.74890149372701,-53.49975277424213,-52.75000770163154,-52.86016792243932,-53.210638884423375,-52.962943525894275,-52.542231611247054,-52.496953705920816,-52.72379915267331,-52.98423772138055,-54.05803093884841
